"","number","name","year","theme","themeGroup","subtheme","category","packagingType","availability","ageRange","minifigs","pieces","retailPrice","pp","collections.ownedBy","collections.wantedBy"
"2727","70210","CHI Vardy",2014,"Legends of Chima","Action/Adventure","Buildable Figures","Normal","Foil pack","Retail",6,0,68,14.99,0.220441176470588,379,452
"2728","70211","CHI Fluminox",2014,"Legends of Chima","Action/Adventure","Buildable Figures","Normal","Foil pack","Retail",7,0,91,19.99,0.21967032967033,399,506
"2729","70212","CHI Sir Fangar",2014,"Legends of Chima","Action/Adventure","Buildable Figures","Normal","Foil pack","Retail",7,0,97,19.99,0.206082474226804,487,556
"2730","70720","Hover Hunter",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box","Retail",7,2,79,9.99,0.126455696202532,4466,892
"2731","70721","Kai Fighter",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box","Retail",8,2,196,19.99,0.101989795918367,4258,1042
"2732","70722","OverBorg Attack",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box","Retail",8,2,207,19.99,0.0965700483091787,3862,1047
"2733","70723","Thunder Raider",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box","Retail",8,3,334,29.99,0.0897904191616766,3653,1155
"2734","70724","NinjaCopter",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box","Retail",8,4,516,49.99,0.0968798449612403,2870,1426
"2735","70725","Nindroid MechDragon",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box","Retail",9,5,691,79.99,0.11575976845152,2922,1470
"2736","70726","Destructoid",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box","Retail - limited",8,3,253,29.99,0.118537549407115,1436,1071
"2737","70727","X-1 Ninja Charger",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box","Retail",8,3,426,39.99,0.0938732394366197,2299,1174
"2738","70728","Battle for Ninjago City",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box","Retail",9,8,1223,109.99,0.0899345870809485,3043,2310
"2739","70800","Getaway Glider",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",6,3,104,14.99,0.144134615384615,10751,1626
"2740","70801","Melting Room",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",6,3,122,14.99,0.122868852459016,11657,1488
"2741","70802","Bad Cop's Pursuit",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",7,2,314,24.99,0.0795859872611465,8578,1944
"2742","70803","Cloud Cuckoo Palace",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",7,4,197,19.99,0.101472081218274,11531,1563
"2743","70804","Ice Cream Machine",2014,"The LEGO Movie","Licensed","2 in 1","Normal","Box","Retail",8,3,344,29.99,0.0871802325581395,10297,1949
"2744","70805","Trash Chomper",2014,"The LEGO Movie","Licensed","2 in 1","Normal","Box","Retail",8,3,389,29.99,0.0770951156812339,8436,2155
"2745","70806","Castle Cavalry",2014,"The LEGO Movie","Licensed","2 in 1","Normal","Box","Retail",8,3,424,29.99,0.0707311320754717,5746,1985
"2746","70807","MetalBeard's Duel",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",8,3,412,34.99,0.0849271844660194,8768,2288
"2747","70808","Super Cycle Chase",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",8,5,514,49.99,0.0972568093385214,7750,2432
"2748","70809","Lord Business' Evil Lair",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",8,7,738,69.99,0.0948373983739837,7061,2302
"2749","70810","MetalBeard's Sea Cow",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","LEGO exclusive",14,5,2741,249.99,0.091203940167822,5948,5175
"2750","70811","The Flying Flusher",2014,"The LEGO Movie","Licensed","2 in 1","Normal","Box","Retail - limited",7,3,351,29.99,0.0854415954415954,4636,2047
"2751","70812","Creative Ambush",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail - limited",8,4,473,39.99,0.0845454545454545,3837,2180
"2752","70813","Rescue Reinforcements",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail - limited",8,5,859,69.99,0.0814784633294528,3159,2512
"2753","70814","Emmet's Construct-o-Mech",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",8,4,708,59.99,0.0847316384180791,6048,2935
"2754","70815","Super Secret Police Dropship",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",9,8,854,79.99,0.0936651053864169,5293,3156
"2755","70816","Benny's Spaceship, Spaceship, SPACESHIP!",2014,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",9,7,940,99.99,0.106372340425532,11107,4345
"2756","66494","Train 3-in-1 pack",2015,"Duplo","Pre-school","Trains","Collection","Box","Retail - limited",NA,0,88,119.99,1.36352272727273,69,57
"2757","66521","Demolition Super Pack",2015,"City","Modern day","Product Collection","Collection","Box","Retail - limited",NA,0,1393,99.99,0.0717803302225413,227,534
"2758","66522","Deep Sea Explorers Super Pack 4-in-1",2015,"City","Modern day","Product Collection","Collection","Box","Retail - limited",NA,0,794,99.99,0.125931989924433,186,245
"2759","66523","City Super Pack 3-in-1",2015,"City","Modern day","Product Collection","Collection","Box","Retail - limited",NA,0,528,59.99,0.113617424242424,383,308
"2760","66524","Train Super Pack 3-in-1",2015,"Duplo","Pre-school","Product Collection","Collection","Box","Retail - limited",NA,0,177,99.99,0.564915254237288,71,60
"2761","66525","Farm Super Pack 3-in-1",2015,"Duplo","Pre-school","Product Collection","Collection","Box","Retail - limited",NA,0,142,69.99,0.492887323943662,30,51
"2762","66526","Value Pack",2015,"Friends","Modern day","Product Collection","Collection","Box","Retail - limited",NA,0,1065,59.99,0.0563286384976526,119,177
"2763","66533","Microfighter 3 in 1 Super Pack",2015,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,276,49.99,0.181123188405797,343,540
"2764","66534","Microfighter 3 in 1 Super Pack",2015,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,288,49.99,0.173576388888889,365,554
"2765","66535","Battle Pack 2 in 1",2015,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,269,49.99,0.185836431226766,321,691
"2766","66536","Battle Pack 2 in 1",2015,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,243,49.99,0.205720164609054,304,645
"2767","70166","Spyclops Infiltration",2015,"Ultra Agents","Action/Adventure",NA,"Normal","Box","Retail",7,2,109,9.99,0.091651376146789,1765,758
"2768","70167","Invizable Gold Getaway",2015,"Ultra Agents","Action/Adventure",NA,"Normal","Box","Retail",8,2,237,19.99,0.0843459915611814,1940,1192
"2769","70168","Drillex Diamond Job",2015,"Ultra Agents","Action/Adventure",NA,"Normal","Box","Retail",8,2,312,34.99,0.112147435897436,1405,876
"2770","70169","Agent Stealth Patrol",2015,"Ultra Agents","Action/Adventure",NA,"Normal","Box","Retail",9,4,475,49.99,0.105242105263158,1401,1025
"2771","70170","UltraCopter vs. AntiMatter",2015,"Ultra Agents","Action/Adventure",NA,"Normal","Box","Retail",9,4,614,69.99,0.113990228013029,1455,1446
"2772","70171","Ultrasonic Showdown",2015,"Ultra Agents","Action/Adventure",NA,"Normal","Box","Retail",8,2,187,13.99,0.0748128342245989,798,1099
"2773","70172","AntiMatter's Portal Hideout",2015,"Ultra Agents","Action/Adventure",NA,"Normal","Box","Retail",9,4,475,59.99,0.126294736842105,661,1162
"2774","70173","Ultra Agents Ocean HQ",2015,"Ultra Agents","Action/Adventure",NA,"Normal","Box","Retail",9,6,1204,69.99,0.0581312292358804,871,1913
"2775","70220","Strainor's Saber Cycle",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box","Retail",7,2,161,14.99,0.0931055900621118,1452,521
"2776","70221","Flinx's Ultimate Phoenix",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box","Retail",7,2,172,19.99,0.116220930232558,1899,772
"2777","70222","Tormak's Shadow Blazer",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box","Retail",7,3,311,34.99,0.112508038585209,1201,570
"2778","70223","Icebite's Claw Driller",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box","Retail",8,4,629,49.99,0.0794753577106518,1285,736
"2779","70224","Tiger's Mobile Command",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box","Retail",8,6,712,69.99,0.0983005617977528,1112,849
"2780","70225","Bladvic's Rumble Bear",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box","Retail",NA,3,415,39.99,0.0963614457831325,817,590
"2781","70226","Mammoth's Frozen Stronghold",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box","Retail",7,5,621,64.99,0.104653784219002,950,584
"2782","70227","King Crominus' Rescue",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box","Retail",9,6,863,79.99,0.0926882966396292,643,631
"2783","70228","Vultrix's Sky Scavenger",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box","Retail",NA,3,480,39.99,0.0833125,708,659
"2784","70229"," Lion Tribe Pack",2015,"Legends of Chima","Action/Adventure","Tribe Packs","Normal","Box","Retail",7,3,78,9.99,0.128076923076923,2438,589
"2785","70230","Ice Bear Tribe Pack",2015,"Legends of Chima","Action/Adventure","Tribe Packs","Normal","Box","Retail",7,3,75,9.99,0.1332,2638,626
"2786","70231","Crocodile Tribe Pack",2015,"Legends of Chima","Action/Adventure","Tribe Packs","Normal","Box","Retail",7,3,72,9.99,0.13875,2270,607
"2787","70232","Saber Tooth Tiger Tribe Pack",2015,"Legends of Chima","Action/Adventure","Tribe Packs","Normal","Box","Retail",7,3,74,9.99,0.135,2326,625
"2788","70409","Shipwreck Defense",2015,"Pirates","Historical",NA,"Normal","Box","Retail",5,2,84,9.99,0.118928571428571,4263,1377
"2789","70410","Soldiers Outpost",2015,"Pirates","Historical",NA,"Normal","Box","Retail",5,3,164,19.99,0.121890243902439,4200,1632
"2790","70411","Treasure Island",2015,"Pirates","Historical",NA,"Normal","Box","Retail",5,3,181,19.99,0.110441988950276,4786,1854
"2791","70412","Soldiers Fort",2015,"Pirates","Historical",NA,"Normal","Box","Retail",6,5,234,34.99,0.149529914529915,3975,1938
"2792","70413","The Brick Bounty",2015,"Pirates","Historical",NA,"Normal","Box","Retail",7,7,745,99.99,0.134214765100671,4899,3117
"2793","70730","Chain Cycle Ambush",2015,"Ninjago","Action/Adventure","Possession","Normal","Box","Retail",8,3,298,29.99,0.100637583892617,1411,1044
"2794","70731","Jay Walker One",2015,"Ninjago","Action/Adventure","Possession","Normal","Box","Retail",7,4,386,39.99,0.10360103626943,1364,958
"2795","70732","City of Stiix",2015,"Ninjago","Action/Adventure","Possession","Normal","Box","Retail - limited",8,9,1069,99.99,0.0935360149672591,1707,1763
"2796","70733"," Blaster Bike",2015,"Ninjago","Action/Adventure","Possession","Normal","Box","Retail",7,2,212,19.99,0.0942924528301887,3135,926
"2797","70734","Master Wu Dragon",2015,"Ninjago","Action/Adventure","Possession","Normal","Box","Retail",8,5,575,49.99,0.0869391304347826,3974,1530
"2798","70735","Ronin R.E.X.",2015,"Ninjago","Action/Adventure","Possession","Normal","Box","Retail",8,4,547,49.99,0.0913893967093236,2664,1240
"2799","70736","Attack of the Morro Dragon",2015,"Ninjago","Action/Adventure","Possession","Normal","Box","Retail",8,6,658,69.99,0.106367781155015,3168,1684
"2800","70737","Titan Mech Battle",2015,"Ninjago","Action/Adventure","Possession","Normal","Box","Retail",8,5,754,54.99,0.0729310344827586,2387,1419
"2801","70738","Final Flight of Destiny's Bounty",2015,"Ninjago","Action/Adventure","Possession","Normal","Box","Retail",9,9,1253,119.99,0.0957621707901037,3141,1776
"2802","70739","Airjitzu Kai Flyer",2015,"Ninjago","Action/Adventure","Airjitzu","Normal","Box with backing card","Retail",6,1,46,9.99,0.217173913043478,2988,512
"2803","70740","Airjitzu Jay Flyer",2015,"Ninjago","Action/Adventure","Airjitzu","Normal","Box with backing card","Retail",6,1,45,9.99,0.222,2654,539
"2804","70741","Airjitzu Cole Flyer",2015,"Ninjago","Action/Adventure","Airjitzu","Normal","Box with backing card","Retail",6,1,47,9.99,0.212553191489362,2358,524
"2805","70742","Airjitzu Zane Flyer",2015,"Ninjago","Action/Adventure","Airjitzu","Normal","Box with backing card","Retail",6,1,42,9.99,0.237857142857143,2765,520
"2806","70743","Airjitzu Morro Flyer",2015,"Ninjago","Action/Adventure","Airjitzu","Normal","Box with backing card","Retail",6,1,46,9.99,0.217173913043478,2918,536
"2807","70744","Airjitzu Wrayth Flyer",2015,"Ninjago","Action/Adventure","Airjitzu","Normal","Box with backing card","Retail",6,1,43,9.99,0.232325581395349,1847,485
"2808","70745","Anacondrai Crusher",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",7,2,219,19.99,0.0912785388127854,2522,849
"2809","70746","Condrai Copter Attack",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",7,3,311,29.99,0.0964308681672026,3041,1066
"2810","70747","Boulder Blaster",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",7,3,236,34.99,0.148262711864407,3279,1091
"2811","70748","Titanium Dragon",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",7,3,360,39.99,0.111083333333333,3202,1403
"2812","70749","Enter the Serpent",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",7,5,529,49.99,0.0944990548204159,3023,1441
"2813","70750","Ninja DB X",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",8,7,756,79.99,0.105806878306878,1844,1334
"2814","70751","Temple of Airjitzu",2015,"Ninjago","Action/Adventure","General","Normal","Box","LEGO exclusive",14,13,2028,199.99,0.0986143984220907,7042,4227
"2815","70752","Jungle Trap",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",6,2,58,6.99,0.12051724137931,4133,791
"2816","70753","Lava Falls",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",6,2,94,9.99,0.106276595744681,4159,912
"2817","70754","ElectroMech",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",7,2,153,14.99,0.0979738562091503,3822,1052
"2818","70755","Jungle Raider ",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",7,2,188,19.99,0.106329787234043,3454,883
"2819","70756","Dojo Showdown",2015,"Ninjago","Action/Adventure","Tournament of Elements","Normal","Box","Retail",6,4,215,24.99,0.116232558139535,1986,1451
"2820","70778","Protector of Jungle",2015,"Bionicle","Constraction","Protectors","Normal","Box","Retail",6,0,64,9.99,0.15609375,1716,499
"2821","70779","Protector of Stone",2015,"Bionicle","Constraction","Protectors","Normal","Box","Retail",6,0,73,9.99,0.136849315068493,1662,465
"2822","70780","Protector of Water",2015,"Bionicle","Constraction","Protectors","Normal","Box","Retail",6,0,71,9.99,0.140704225352113,1642,462
"2823","70781","Protector of Earth",2015,"Bionicle","Constraction","Protectors","Normal","Box","Retail",6,0,66,9.99,0.151363636363636,1806,461
"2824","70782","Protector of Ice",2015,"Bionicle","Constraction","Protectors","Normal","Box","Retail",6,0,68,9.99,0.146911764705882,1904,491
"2825","70783","Protector of Fire",2015,"Bionicle","Constraction","Protectors","Normal","Box","Retail",6,0,69,9.99,0.144782608695652,1835,439
"2826","70784","Lewa - Master of Jungle",2015,"Bionicle","Constraction","Toa Masters","Normal","Box","Retail",7,0,85,14.99,0.176352941176471,2134,484
"2827","70785","Pohatu - Master of Stone",2015,"Bionicle","Constraction","Toa Masters","Normal","Box","Retail",7,0,66,14.99,0.227121212121212,2052,500
"2828","70786","Gali - Master of Water",2015,"Bionicle","Constraction","Toa Masters","Normal","Box","Retail",7,0,87,14.99,0.172298850574713,2011,525
"2829","70787","Tahu - Master of Fire",2015,"Bionicle","Constraction","Toa Masters","Normal","Box","Retail",8,0,89,19.99,0.224606741573034,2482,554
"2830","70788","Kopaka - Master of Ice",2015,"Bionicle","Constraction","Toa Masters","Normal","Box","Retail",8,0,97,19.99,0.206082474226804,2352,598
"2831","70789","Onua - Master of Earth",2015,"Bionicle","Constraction","Toa Masters","Normal","Box","Retail",8,0,108,19.99,0.185092592592593,1947,512
"2832","70790","Lord of Skull Spiders",2015,"Bionicle","Constraction","Skull Army","Normal","Box","Retail",8,0,145,14.99,0.103379310344828,1809,476
"2833","70791","Skull Warrior",2015,"Bionicle","Constraction","Skull Army","Normal","Box","Retail",7,0,102,14.99,0.146960784313726,1483,506
"2834","70792","Skull Slicer",2015,"Bionicle","Constraction","Skull Army","Normal","Box","Retail",7,0,71,14.99,0.21112676056338,1414,457
"2835","70793","Skull Basher",2015,"Bionicle","Constraction","Skull Army","Normal","Box","Retail",7,0,72,14.99,0.208194444444444,1507,444
"2836","70794","Skull Scorpio",2015,"Bionicle","Constraction","Skull Army","Normal","Box","Retail",8,0,107,14.99,0.140093457943925,1332,414
"2837","70795","Mask Maker vs. Skull Grinder",2015,"Bionicle","Constraction","Miscellaneous","Normal","Box","Retail",8,0,171,29.99,0.175380116959064,1720,600
"2838","70817","Batman & Super Angry Kitty Attack",2015,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",6,3,115,12.99,0.11295652173913,7527,1870
"2839","70818","Double-Decker Couch",2015,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",7,5,197,16.99,0.086243654822335,12739,2705
"2840","70819","Bad Cop Car Chase",2015,"The LEGO Movie","Licensed",NA,"Normal","Box","Retail",7,4,292,24.99,0.0855821917808219,3960,2278
"2841","66537","3-in-1 Super Pack",2016,"Friends","Modern day","Product Collection","Collection","{Not specified}","Retail - limited",NA,0,350,34.99,0.0999714285714286,80,136
"2842","66539","Heartlake Value Pack",2016,"Friends","Modern day","Product Collection","Collection","Box","Retail - limited",NA,0,814,59.99,0.0736977886977887,44,104
"2843","66540","City Volcano Value Pack",2016,"City","Modern day","Volcano Explorers","Collection","Box","{Not specified}",NA,0,829,49.99,0.0603015681544029,160,197
"2844","66541","City Fire Value Pack",2016,"City","Modern day","Fire","Collection","{Not specified}","{Not specified}",NA,0,368,34.99,0.0950815217391304,118,147
"2845","66542","Microfighters Super Pack 3 in 1",2016,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,267,39.99,0.149775280898876,371,481
"2846","66543","Microfighters Super Pack 3 in 1",2016,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,268,39.99,0.149216417910448,282,442
"2847","66545","Mighty Micros Mighty Pack 3 in 1",2016,"DC Comics Super Heroes","Licensed","Product Collection","Collection","{Not specified}","{Not specified}",NA,0,244,34.99,0.143401639344262,60,144
"2848","66547","Axl's Tower Carrier, Extra Awesome Edition",2016,"Nexo Knights","Action/Adventure","Product Collection","Collection","Box","Retail - limited",8,0,670,65.99,0.0984925373134328,315,285
"2849","66548","Rock Roader, Extra Awesome Edition",2016,"Ninjago","Action/Adventure","Product Collection","Collection","Box","Retail - limited",8,0,406,39.99,0.0984975369458128,289,309
"2850","66549","Salvage M.E.C., Extra Awesome Edition",2016,"Ninjago","Action/Adventure","Product Collection","Collection","Box","Retail - limited",8,0,439,39.99,0.0910933940774487,278,314
"2851","70310","Knighton Battle Blaster",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail",7,2,76,9.99,0.131447368421053,3526,499
"2852","70311","Chaos Catapult",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail",7,2,93,9.99,0.10741935483871,3872,525
"2853","70312","Lance's Mecha Horse",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail",8,3,237,19.99,0.0843459915611814,4075,639
"2854","70313","Moltor's Lava Smasher",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail",8,2,187,19.99,0.106898395721925,3859,669
"2855","70314","Beast Master's Chaos Chariot",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail",8,2,314,32.99,0.105063694267516,3348,761
"2856","70315","Clay's Rumble Blade",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail",8,5,367,39.99,0.108964577656676,3470,926
"2857","70316","Jestro's Evil Mobile",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail",8,2,658,49.99,0.0759726443768997,3084,870
"2858","70317","The Fortrex",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail",9,7,1140,99.99,0.0877105263157895,4019,1117
"2859","70318","The Glob Lobber",2016,"Nexo Knights","Action/Adventure","Season 2","Normal","Box","Retail",7,2,95,9.99,0.105157894736842,2397,536
"2860","70319","Macy's Thunder Mace",2016,"Nexo Knights","Action/Adventure","Season 2","Normal","Box","Retail",8,3,202,19.99,0.098960396039604,2202,609
"2861","70320","Aaron Fox's Aero-Striker V2",2016,"Nexo Knights","Action/Adventure","Season 2","Normal","Box","Retail",8,3,301,32.99,0.109601328903654,2295,735
"2862","70321","General Magmar's Siege Machine of Doom",2016,"Nexo Knights","Action/Adventure","Season 2","Normal","Box","Retail",8,3,516,49.99,0.0968798449612403,2629,817
"2863","70322","Axl's Tower Carrier",2016,"Nexo Knights","Action/Adventure","Season 2","Normal","Box","Retail",8,4,670,79.99,0.119388059701493,2024,816
"2864","70323","Jestro's Volcano Lair",2016,"Nexo Knights","Action/Adventure","Season 2","Normal","Box","Retail",9,10,1186,119.99,0.101172006745363,2659,1226
"2865","70324","Merlok's Library 2.0",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail - limited",8,3,288,24.99,0.0867708333333333,2200,725
"2866","70325","Infernox captures the Queen",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail - limited",8,2,253,24.99,0.0987747035573122,2257,790
"2867","70326","The Black Knight Mech",2016,"Nexo Knights","Action/Adventure","Season 2","Normal","Box","Retail - limited",8,4,530,49.99,0.0943207547169811,1362,903
"2868","70327","The King's Mech",2016,"Nexo Knights","Action/Adventure","Season 1","Normal","Box","Retail - limited",8,3,375,32.99,0.0879733333333333,2621,1031
"2869","70330","Ultimate Clay",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",7,1,72,9.99,0.13875,4321,584
"2870","70331","Ultimate Macy",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",7,1,101,9.99,0.0989108910891089,4304,552
"2871","70332","Ultimate Aaron",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",7,1,82,9.99,0.121829268292683,4236,595
"2872","70333","Ultimate Robin",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",7,1,75,9.99,0.1332,3514,552
"2873","70334","Ultimate Beast Master",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",8,1,65,9.99,0.153692307692308,3381,527
"2874","70335","Ultimate Lavaria",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",7,1,69,9.99,0.144782608695652,5228,549
"2875","70336","Ultimate Axl",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",8,1,69,9.99,0.144782608695652,3331,606
"2876","70337","Ultimate Lance",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",7,1,75,9.99,0.1332,2918,624
"2877","70338","Ultimate General Magmar",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",7,1,64,9.99,0.15609375,2574,609
"2878","70339","Ultimate Flama",2016,"Nexo Knights","Action/Adventure","Ultimate","Normal","Box with backing card","Retail",7,1,67,9.99,0.14910447761194,3002,655
"2879","70588","Titanium Ninja Tumbler ",2016,"Ninjago","Action/Adventure","Day of the Departed","Normal","Box","Retail - limited",7,3,342,29.99,0.0876900584795322,2221,1100
"2880","70589","Rock Roader",2016,"Ninjago","Action/Adventure","Day of the Departed","Normal","Box","Retail",8,4,406,39.99,0.0984975369458128,2139,1034
"2881","70590","Airjitzu Battle Grounds",2016,"Ninjago","Action/Adventure","Day of the Departed","Normal","Box","Retail - limited",8,5,666,59.99,0.0900750750750751,848,888
"2882","70591","Kryptarium Prison Breakout",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",6,5,207,19.99,0.0965700483091787,3384,809
"2883","70592","Salvage M.E.C.",2016,"Ninjago","Action/Adventure","Day of the Departed","Normal","Box","Retail",8,4,439,39.99,0.0910933940774487,2496,1112
"2884","70593","The Green NRG Dragon",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",8,5,567,49.99,0.0881657848324515,2593,1302
"2885","70594","The Lighthouse Siege",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",8,8,767,69.99,0.091251629726206,3043,1774
"2886","70595","Ultra Stealth Raider",2016,"Ninjago","Action/Adventure","Day of the Departed","Normal","Box","Retail",9,7,1093,89.99,0.0823330283623056,2248,1420
"2887","70596","Samurai X Cave Chaos",2016,"Ninjago","Action/Adventure","Day of the Departed","Normal","Box","Retail - limited",9,8,1253,119.99,0.0957621707901037,1168,1537
"2888","70599","Cole's Dragon",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",6,2,98,9.99,0.101938775510204,3818,921
"2889","70600","Ninja Bike Chase",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",7,3,231,19.99,0.0865367965367965,3503,834
"2890","70601","Sky Shark",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",7,2,221,19.99,0.0904524886877828,3777,918
"2891","70602","Jay's Elemental Dragon",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",7,2,350,34.99,0.0999714285714286,3380,1169
"2892","70603","Raid Zeppelin",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",7,3,294,32.99,0.112210884353742,4228,1362
"2893","70604","Tiger Widow Island",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",8,5,450,49.99,0.111088888888889,3074,1303
"2894","70605","Misfortune's Keep",2016,"Ninjago","Action/Adventure","Skybound","Normal","Box","Retail",9,6,754,89.99,0.119350132625995,2619,1468
"2895","66546","The LEGO Batman Movie Super Pack 2-in-1",2017,"The LEGO Batman Movie","Licensed","Product Collection","Collection","Box","Retail - limited",7,0,378,49.99,0.132248677248677,563,408
"2896","66550","City Police Value Pack",2017,"City","Modern day","Product Collection","Collection","Box","{Not specified}",5,0,518,29.99,0.0578957528957529,272,148
"2897","66555","Super Pack 2 in 1",2017,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,232,39.99,0.172370689655172,253,558
"2898","66556","Super Pack 2 in 1",2017,"Star Wars","Licensed","Product Collection","Collection","Box","Retail - limited",NA,0,242,39.99,0.165247933884298,282,514
"2899","66557","Classic Quad Pack",2017,"Classic","Basic","Product Collection","Collection","{Not specified}","{Not specified}",NA,0,259,17.56,0.0677992277992278,17,43
"2900","66558","Super Pack 5 in 1",2017,"Friends","Modern day","Product Collection","Collection","Box","Retail - limited",NA,0,16,49.99,3.124375,81,76
"2901","66559","Ultimate LEGO City Hero Pack",2017,"City","Modern day","Product Collection","Collection","Box","Retail - limited",NA,0,416,39.99,0.0961298076923077,151,127
"2902","66580","Holiday Copack",2017,"City","Modern day","Product Collection","Collection","Box","Retail - limited",5,0,1129,99.99,0.0885651018600531,55,107
"2903","70347","King's Guard Artillery",2017,"Nexo Knights","Action/Adventure","Season 3","Normal","Box","Retail",7,2,98,9.99,0.101938775510204,1746,459
"2904","70348","Lance's Twin Jouster",2017,"Nexo Knights","Action/Adventure","Season 3","Normal","Box","Retail",8,3,216,19.99,0.0925462962962963,2132,547
